Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Baseline Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
-86.73606,69.66506,10.091415,-192.40703,222.55555555555554,-129.1937,80.35556,-7.840988,-207.3337,253.875,-0.1938667893409729,3216.325439453125,266756,161.26776313781738,,122
-104.983505,79.428154,-13.011898,-194.0698,219.6,-152.46498,85.35717,-40.750275,-280.13306,301.2857142857143,-0.2572140693664551,2494.45361328125,268865,162.32910418510437,,123
-110.21105,95.75731,48.989243,-265.83936,232.88888888888889,-159.06331,88.34374,11.05393,-261.65317,229.44444444444446,-0.11188679933547974,4815.90576171875,270930,163.27292013168335,,124
-6.358673,98.91448,182.66376,-151.82526,344.6666666666667,-106.36176,111.57777,88.53998,-221.29764,373.1666666666667,0.04238852113485336,2746.92822265625,273169,164.54643726348877,,125
-34.429665,131.73698,264.47913,-237.9009,239.66666666666666,-128.80458,98.44003,-13.186741,-266.69168,265.75,-0.06313413381576538,2700.337158203125,275295,165.57434701919556,,126
-49.73589,123.36151,212.86058,-199.52768,240.88888888888889,-151.78668,63.883564,-33.97484,-222.06207,228.77777777777777,-0.03452335670590401,3628.406494140625,277354,166.5368390083313,,127
-53.634285,96.02211,34.541092,-281.42963,239.22222222222223,105.53385,188.6881,252.9284,-244.72118,375.0,0.14579322934150696,6866.763671875,279604,167.76602506637573,,128
-62.509014,169.14812,234.67316,-244.47684,418.0,-84.01341,155.4736,219.9724,-256.71735,288.0,-0.09223683923482895,3228.447998046875,281620,169.12921810150146,,129
-3.6190128,167.0777,265.39725,-223.5618,333.0,-78.728935,144.16324,248.24234,-191.99942,268.875,-0.11684032529592514,3212.1796875,283771,170.60165309906006,,130
-58.98329,118.19369,151.2863,-241.76999,250.0,9.311096,196.91972,241.32,-255.37503,444.6,0.021774349734187126,3503.4677734375,285994,171.8910572528839,,131
-80.03185,145.74625,207.3227,-248.3583,294.42857142857144,-158.72324,71.864944,-24.023254,-232.91345,238.0,-0.14230462908744812,3575.426025390625,288136,172.98685216903687,,132
-96.34384,130.07072,96.5106,-245.92047,276.625,-111.76472,81.99214,-10.3561325,-235.31479,232.22222222222223,-0.13908010721206665,2580.938232421875,290226,174.0471601486206,,133
-176.6377,68.12219,-9.627454,-236.59885,266.75,12.814622,83.92503,197.71242,-64.2352,399.57142857142856,0.11954899877309799,2187.3818359375,293023,175.8101692199707,,134
-152.27985,76.921684,-7.672474,-239.41452,228.11111111111111,-152.32361,79.98359,-43.635338,-231.93567,251.125,-0.025592803955078125,3288.064697265625,295032,176.71859002113342,,135
-134.65356,75.21058,-31.115318,-253.81276,233.77777777777777,-131.49185,77.91461,-28.491531,-243.44432,277.625,-0.05722508206963539,1793.737548828125,297253,177.80433011054993,,136
-123.58804,94.00278,14.390928,-258.9482,247.0,-162.385,76.84312,-37.79936,-234.49985,315.14285714285717,-0.08055495470762253,2410.51708984375,299459,178.94985699653625,,137
-151.45262,73.348114,-60.793457,-284.7951,260.75,-52.586582,149.30573,275.27524,-238.2765,270.875,0.06717976927757263,3571.472412109375,301626,179.9725570678711,,138
-190.70242,74.85061,-56.52602,-265.32034,277.125,-107.50362,78.52207,-9.209489,-224.14648,226.22222222222223,-0.11977805942296982,2081.450439453125,303662,181.02691316604614,,139
-97.04941,87.0896,11.0812,-245.10165,266.0,-65.23911,133.76257,245.6436,-200.83081,252.375,0.02425394020974636,3465.531005859375,305681,182.05969405174255,,140
-41.341557,87.26973,73.158455,-209.43925,374.6666666666667,-116.01619,73.268684,-21.612095,-228.66103,270.0,0.006998387165367603,1813.3184814453125,307841,183.34493327140808,,141
-60.613613,154.9894,272.2392,-245.72672,303.42857142857144,-75.39337,105.41912,104.39905,-223.83206,396.3333333333333,0.07215192914009094,1691.4219970703125,310219,184.5889139175415,,142
-135.31606,72.2378,-26.777138,-228.78009,267.75,-21.183605,192.8372,240.70459,-211.09816,533.25,-0.04584117978811264,3682.655517578125,312352,186.1379120349884,,143
-124.88168,79.056244,-27.482815,-212.17972,265.5,-78.14606,169.36115,258.11823,-278.81448,295.375,0.048671282827854156,4185.20556640625,314715,187.31511092185974,,144
-74.55424,127.35653,132.47748,-220.79459,409.2,-138.191,70.70118,-49.632843,-230.42084,351.5,-0.015673145651817322,2704.0185546875,316824,189.04273223876953,,145
-32.137028,147.42995,252.71141,-201.80882,364.5,-126.61778,76.12893,-13.335602,-231.16362,256.75,-0.004431753419339657,2615.403076171875,318878,190.18591594696045,,146
-85.52471,126.201996,118.72352,-273.98813,343.42857142857144,-109.20787,89.343544,-7.340973,-247.59021,251.25,0.08087333291769028,2301.4736328125,320888,191.64446020126343,,147
-108.77319,74.90868,-8.718712,-210.39508,262.875,-116.898766,142.71835,126.96157,-245.88084,404.6,0.018726753070950508,2951.12744140625,322911,192.91269993782043,,148
-100.514404,77.767235,8.555222,-228.24309,275.75,-118.4845,164.07474,256.51282,-242.87083,274.125,-0.0017731331754475832,4956.3466796875,325104,194.0116732120514,,149
-58.857147,175.6362,258.21637,-247.95148,421.2,-106.355064,83.02599,-13.672754,-236.20975,253.0,-0.01849079504609108,2285.30322265625,327381,195.43543195724487,,150
